doi,标题,期刊,年份,作者
10.3390/rs8020098,Study of the Effect of Temporal Sampling Frequency on DSCOVR Observations Using the GEOS-5 Nature Run Results (Part I): Earth's Radiation Budget.,REMOTE SENSING,2016,"Daniel Holdaway,Yuekui Yang"
10.3390/rs8050431,Study of the Effect of Temporal Sampling Frequency on DSCOVR Observations Using the GEOS-5 Nature Run Results (Part II): Cloud Coverage,REMOTE SENSING,2016,"Daniel Holdaway,Yuekui Yang"
10.5194/amt-9-1785-2016,Uncertainties in cloud phase and optical thickness retrievals from the Earth Polychromatic Imaging Camera (EPIC).,ATMOSPHERIC MEASUREMENT TECHNIQUES,2016,"Kerry Meyer,Yuekui Yang,Steven Platnick"
10.1016/j.rse.2014.12.010,Quantification of trans-Atlantic dust transport from seven-year (2007–2013) record of CALIPSO lidar measurements,Remote Sensing of Environment,2015,"hongbin yu,mian chin,huisheng bian,tianle yuan,joseph m prospero,a h omar,lorraine a remer,david m winker,yuekui yang,yan zhang,zhibo zhang"
10.1002/2015GL063040,The fertilizing role of African dust in the Amazon rainforest: A first multiyear assessment based on data from Cloud‐Aerosol Lidar and Infrared Pathfinder Satellite Observations,GEOPHYSICAL RESEARCH LETTERS,2015,"hongbin yu,mian chin,tianle yuan,huisheng bian,lorraine a remer,joseph m prospero,a h omar,david m winker,yuekui yang,yan zhang,zhibo zhang,chun zhao"
10.1117/12.2068038,Properties And Potential Radiative Impacts Of Antarctic Blowing Snow,"REMOTE SENSING OF THE ATMOSPHERE, CLOUDS, AND PRECIPITATION V",2014,"yuekui yang,stephen p palm,alexander marshak"
10.1002/2013GL058932,First Satellite-detected Perturbations of Outgoing Longwave Radiation Associated with Blowing Snow Events over Antarctica,GEOPHYSICAL RESEARCH LETTERS,2014,"yuekui yang,stephen p palm,alexander marshak,d l wu,hongbin yu,qiang fu"
10.1016/j.jqsrt.2012.09.017,A method of retrieving cloud top height and cloud geometrical thickness with oxygen A and B bands for the Deep Space Climate Observatory (DSCOVR) mission: Radiative transfer simulations,Journal of Quantitative Spectroscopy and Radiative Transfer,2013,"yuekui yang,alexander marshak,jianping mao,alexei i lyapustin,j r herman"
10.1109/TGRS.2012.2204066,Assessment of Cloud Screening With Apparent Surface Reflectance in Support of the ICESat-2 Mission.,IEEE Transactions on Geoscience and Remote Sensing,2013,"Yuekui Yang,Alexander Marshak,Stephen P. Palm,Zhuosen Wang,Crystal Schaaf"
10.1016/j.rse.2012.01.011,An integrated analysis of aerosol above clouds from A-Train multi-sensor measurements,Remote Sensing of Environment,2012,"hongbin yu,yan zhang,mian chin,zhaoyan liu,a h omar,lorraine a remer,yuekui yang,tianle yuan,jianglong zhang"
10.1109/TGRS.2011.2153860,Cloud Impact on Surface Altimetry From a Spaceborne 532-nm Micropulse Photon-Counting Lidar: System Modeling for Cloudy and Clear Atmospheres.,IEEE Transactions on Geoscience and Remote Sensing,2011,"Yuekui Yang,Alexander Marshak,Stephen P. Palm,Tamás Várnai,Warren J. Wiscombe"
10.1029/2011JD015828,Satellite remote sensing of blowing snow properties over Antarctica,JOURNAL OF GEOPHYSICAL RESEARCH-ATMOSPHERES,2011,"Stephen P. Palm,Yuekui Yang,James D. Spinhirne,Alexander Marshak"
10.1109/TGRS.2009.2028335,Uncertainties in Ice-Sheet Altimetry From a Spaceborne 1064-nm Single-Channel Lidar Due to Undetected Thin Clouds,IEEE T. Geoscience and Remote Sensing,2010,"Yuekui Yang,Alexander Marshak,TamÁs Varnai,Warren Wiscombe,Ping Yang"
10.1175/2008JAS2744.1,Retrievals of Thick Cloud Optical Depth from the Geoscience Laser Altimeter System (GLAS) by Calibration of Solar Background Signal,JOURNAL OF THE ATMOSPHERIC SCIENCES,2008,"Yuekui Yang,Alexander Marshak,J. Christine Chiu,Warren J. Wiscombe,Stephen P. Palm,Anthony B. Davis,Douglas A. Spangenberg,Louis Nguyen,James D. Spinhirne,Patrick Minnis"
10.1029/2007JD009095,Impacts of 3-D radiative effects on satellite cloud detection and their consequences on cloud fraction and aerosol optical depth retrievals,JOURNAL OF GEOPHYSICAL RESEARCH-ATMOSPHERES,2008,"Yuekui Yang,Larry Di Girolamo"
10.1016/j.rse.2006.05.020,Selection of the automated thresholding algorithm for the Multi-angle Imaging SpectroRadiometer Radiometric Camera-by-Camera Cloud Mask over land,Remote Sensing of Environment,2007,"Yuekui Yang,Larry Di Girolamo,Dominic Mazzoni"
