doi,标题,期刊,年份,作者
10.1109/iedm19574.2021.9720498,Fine-Pitch (≤ 10 µm) Nb-based Superconducting Silicon Interconnect Fabric for Large-Scale Quantum System Application,2021 IEEE International Electron Devices Meeting (IEDM),2021,"Yu-Tao Yang,Chaowei Hu,Peng Zhang,Haoxiang Ren,Ni Ni,Kang L. Wang,Subramanian S. Iyer"
10.1088/1361-6463/ABE0DD,Neutron diffraction study of magnetism in van der Waals layered MnBi2n Te3n+1,Journal of Physics D,2021,"Lei Ding,Chaowei Hu,Erxi Feng,Chenyang Jiang,Iurii A. Kibalin,Arsen Gukasov,Miaofang Chi,Ni Ni,Huibo Cao"
,"Phonon vibration modes of layered MnBi 2n Te 3n+1 (n=1,2,3,4) topological heterostructures",Bulletin of the American Physical Society,2021,"Yujin Cho,Jin Ho Kang,Liangbo Liang,Alexander Puretzky,Xiangru Kong,Subhajit Ghosh,Fariborz Kargar,Chaowei Hu,Ni Ni,Alexander Balandin,David Geohegan,Chee Wei Wong"
10.1109/ECTC32696.2021.00250,Nb-Based Superconducting Silicon Interconnect Fabric for Cryogenic Computing Applications,IEEE 71ST ELECTRONIC COMPONENTS AND TECHNOLOGY CONFERENCE (ECTC 2021),2021,"Yu-Tao Yang,Chaowei Hu,Peng Zhang,Niloofar Shakoorzadeh,Haoxiang Ren,Ni Ni,Kang L. Wang,Subramanian S. Iyer"
10.1073/pnas.2116366118,Nonlinear nanoelectrodynamics of a Weyl metal,PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA,2021,"Yinming Shao,Ran Jing,Sang Hoon Chae,Chong Wang,Zhiyuan Sun,Eve Emmanouilidou,Suheng Xu,Dorri Halbertal,Baichang Li,Anjaly Rajendran,Francesco L Ruta,Lin Xiong,Yinan Dong,Alexander S McLeod,Sai S Sunku,James C Hone,Joel Moore,Joe Orenstein,James G Analytis,Andrew J Millis,Ni Ni,Di Xiao,D N Basov"
10.1107/s0108767321098433,MnBi2Te4·nBi2Te3: a happy marriage of magnetism and topology,Acta Crystallographica Section A,2021,Ni Ni
10.1021/acs.chemmater.1c02006,Effects Of Impurities On The Thermal And Electrical Transport Properties Of Cubic Boron Arsenide,CHEMISTRY OF MATERIALS,2021,"Xi Chen,Chunhua Li,Youming Xu,Andrei Dolocan,Gareth Seward,Ambroise Van Roekeghem,Fei Tian,Jie Xing,Shucheng Guo,Ni Ni,Zhifeng Ren,Jianshi Zhou,Natalio Mingo,David Broido,Li Shi"
10.1103/PhysRevMaterials.5.124206,"Growth, characterization, and Chern insulator state in MnBi2Te4 via the chemical vapor transport method",PHYSICAL REVIEW MATERIALS,2021,"Chaowei Hu,Anyuan Gao,Bryan Stephen Berggren,Hong Li,Rafał Kurleto,Dushyant Narayan,Ilija Zeljkovic,Dan Dessau,Suyang Xu,Ni Ni"
10.1103/PhysRevB.104.144506,Revealing the competition between charge density wave and superconductivity in CsV3Sb5 through uniaxial strain,PHYSICAL REVIEW B,2021,"Tiema Qian,Morten H. Christensen,Chaowei Hu,Amartyajyoti Saha,Brian M. Andersen,Rafael M. Fernandes,Turan Birol,Ni Ni"
10.1364/CLEO_SI.2020.SF2F.2,Phase Transition And Raman Evolution In Pressurized Antiferromagnetism Van Der Waals Topological Insulator,2020 CONFERENCE ON LASERS AND ELECTRO-OPTICS (CLEO),2020,"Zhangji Zhao,Chaowei Hu,Abby Kavner,Ni Ni,Chee Wei Wong"
,Crystal and magnetic structure of magnetic topological insulators  MnBi$_{2n}$Te$_{3n+1}$,Bulletin of the American Physical Society,2020,"Ding Lei,Hu Chaowei,Ye Feng,Feng Erxi,Ni Ni,Cao Huibo"
10.1103/PhysRevB.101.020412,Crystal And Magnetic Structures Of Magnetic Topological Insulators Mnbi2te4 And Mnbi4te7,PHYSICAL REVIEW B,2020,"Lei Ding,Chaowei Hu,Feng Ye,Erxi Feng,Ni Ni,Huibo Cao"
10.1126/sciadv.aba4275,Realization of an intrinsic ferromagnetic topological state in MnBi 8 Te 13 .,SCIENCE ADVANCES,2020,"Chaowei Hu,Lei Ding,Kyle N Gordon,Barun Ghosh,Hung-Ju Tien,Haoxiang Li,A Garrison Linn,Shang-Wei Lien,Cheng-Yi Huang,Scott Mackey,Jinyu Liu,P V Sreenivasa Reddy,Bahadur Singh,Amit Agarwal,Arun Bansil,Miao Song,Dongsheng Li,Su-Yang Xu,Hsin Lin,Huibo Cao,Tay-Rong Chang,Dan Dessau,Ni Ni"
,A rare-earth Kitaev material candidate YbCl 3,Bulletin of the American Physical Society,2020,"Eve Emmanouilidou,Jie Xing,Huibo Cao,Chaowei Hu,Jinyu Liu,David Graf,Arthur Ramirez,Gang Chen,Ni Ni"
