doi,标题,期刊,年份,作者
10.1175/JCLI-D-20-0226.1,How Were The Eastward-Moving Heavy Rainfall Events From The Tibetan Plateau To The Lower Reaches Of The Yangtze River Enhanced?,JOURNAL OF CLIMATE,2021,"Yang Zhao,Deliang Chen,Yi Deng,Seok-Woo Son,Xiang Wang,Di Di,Mengting Pan,Xiaodan Ma"
10.1175/JCLI-D-21-0049.1,Interannual Variability of Springtime Extreme Heat Events over the Southeastern Edge of the Tibetan Plateau: Role of a Spring-Type Circumglobal Teleconnection Pattern,JOURNAL OF CLIMATE,2021,"Tuantuan Zhang,Xingwen Jiang,Junwen Chen,Song Yang,Yi Deng,Wei Wei,Peng Hu,Peng Gao"
10.2139/ssrn.3996985,Multi-Predictor Ensembles Improving Summer Rainfall Prediction Over the Bohai Sea Rim Based on Statistical Downscaling of Bcc_Csm1.1m,Social Science Research Network,2021,"Na Wang,Hong-Li Ren,Ying Liu,Yi Deng,Xiangxin Meng,Jie Wu,Fang Zhou"
10.1016/j.jweia.2020.104415,Typhoons of western North Pacific basin under warming climate and implications for future wind hazard of East Asia,Journal of Wind Engineering and Industrial Aerodynamics,2021,"Yu Chen,Zhongdong Duan,Jian Yang,Yi Deng,Tiantian Wu,Jinping Ou"
10.1175/JCLI-D-18-0799.1,A Nonmodal Instability Perspective of the Declining Northern Mid-latitude Synoptic Variability in Boreal Summer,JOURNAL OF CLIMATE,2020,"Siyu Zhao,Yi Deng,Wenhong Li"
10.1007/s00382-019-05114-3,Decomposing East-Asian winter temperature and monsoonal circulation changes using timeslice experiments,Climate Dynamics,2020,"Hong-Li Ren,Yu Huang,Rob Chadwick,Yi Deng"
10.1175/JCLI-D-19-0174.1,Signals of Spring Thermal Contrast Related to the Interannual Variations in the Onset of the South China Sea Summer Monsoon,JOURNAL OF CLIMATE,2020,"Yana Li,Song Yang,Yi Deng,Bin Zheng"
10.1175/jhm-d-19-0209.1,A causal-inference model based on Random Forest to identify the effect of soil moisture on precipitation,Journal of Hydrometeorology,2020,"Lu Li,Wei Shangguan,Yi Deng,Jiafu Mao,JinJing Pan,Nan Wei,Hua Yuan,Shupeng Zhang,Yonggen Zhang,Yongjiu Dai"
10.3390/atmos11030262,The Long-Term Change of Latent Heat Flux over the Western Tibetan Plateau,ATMOSPHERE,2020,"Na Li,Ping Zhao,Jingfeng Wang,Yi Deng"
10.1175/JHM-D-19-0209.1,A Causal Inference Model Based On Random Forests To Identify The Effect Of Soil Moisture On Precipitation,JOURNAL OF HYDROMETEOROLOGY,2020,"Lu Li,Wei Shangguan,Yi Deng,Jiafu Mao,Jinjing Pan,Nan Wei,Hua Yuan,Shupeng Zhang,Yonggen Zhang,Yongjiu Dai"
