doi,标题,期刊,年份,作者
10.1107/S0909049509033731,Sound velocities of compressed Fe<sub>3</sub>C from simultaneous synchrotron X-ray diffraction and nuclear resonant scattering measurements,JOURNAL OF SYNCHROTRON RADIATION,2009,"Lili Gao,Bin Chen,Michael Lerche,Esen E. Alp,Wolfgang Sturhahn,Jiyong Zhao,Hasan Yavasa,Jie Lia"
10.1103/PhysRevB.80.180302,Pressure Tuning Of The Thermal Conductivity Of The Layered Muscovite Crystal,PHYSICAL REVIEW B,2009,"Wen-Pin Hsieh,Bin Chen,Jie Li,Pawel Keblinski,David G. Cahill"
10.1029/2008GL033311,Non-ideal liquidus curve in the Fe-S system and Mercury's snowing core,GEOPHYSICAL RESEARCH LETTERS,2008,"Bin Chen,Jie Li,Steven A. Hauck"
10.1080/08957950802318883,In situ investigation of high-pressure melting behavior in the Fe-S system using synchrotron X-ray radiography,HIGH PRESSURE RESEARCH,2008,"Bin Chen,Lili Gao,Kurt Leinenweber,Yanbin Wang,Takeshi Sanehira,Jie Li"
10.1029/2008GL034817,Pressure-induced magnetic transition and sound velocities of Fe<sub>3</sub>C: Implications for carbon in the Earth's inner core,GEOPHYSICAL RESEARCH LETTERS,2008,"Lili Gao,Bin Chen,Jingyun Wang,Esen E. Alp,Jiyong Zhao,Michael Lerche,Wolfgang Sturhahn,Henry P. Scott,Fang Huang,Yang Ding,Stanislav V. Sinogeikin,Craig C. Lundstrom,Jay D. Bass,Jie Li"
10.1111/j.1525-1314.2007.00693.x,Mineral oxygen isotope and hydroxyl content changes in ultrahigh‐pressure eclogite–gneiss contacts from Chinese Continental Scientific Drilling Project cores,Journal of Metamorphic Geology,2007,"Zi-Fu Zhao,Bin Chen,Yong-Fei Zheng,Ren-Xu Chen,Yuan-Bao Wu"
10.1073/pnas.0610474104,Thermal Expansion Of Iron-Rich Alloys And Implications For The Earth'S Core,PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA,2007,"Bin Chen,Lili Gao,Ken-ichi Funakoshi,Jie Li"
10.1073/pnas.0706113104,The Post-Stishovite Phase Transition In Hydrous Alumina-Bearing Sio2 In The Lower Mantle Of The Earth,PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA,2007,"Dmitry L. Lakshtanov,Stanislav V. Sinogeikin,Konstantin D. Litasov,Vitali B. Prakapenka,Holger Hellwig,Jingyun Wang,Carmen Sanches-Valle,Jean-Philippe Perrillat,Bin Chen,Maddury Somayazulu,Jie Li,Eiji Ohtani,Jay D. Bass"
10.1016/j.gca.2007.02.012,Origin of retrograde fluid in ultrahigh-pressure metamorphic rocks: Constraints from mineral hydrogen isotope and water content changes in eclogite–gneiss transitions in the Sulu orogen,Geochimica et Cosmochimica Acta,2007,"Ren-Xu Chen,Yong-Fei Zheng,Bing Gong,Zi-Fu Zhao,Tian-Shan Gao,Bin Chen,Yuan-Bao Wu"
10.3969/j.issn.1000-985X.2006.02.035,Quantitative Measurement and Application of Stress in Diamond,JOURNAL OF SYNTHETIC CRYSTALS,2006,"Yu-cheng ZHAO,Guang-zhong XING,Ming-zhi WANG,Yan-hui WANG,Bin CHEN"
10.3969/j.issn.0253-4339.2005.02.007,Cycle Analysis of Heating and Refrigeration in New Air-source Heat Pump,JOURNAL OF REFRIGERATION,2005,"Lin Wang,Guangming Chen,Bin Chen,Qin Wang"
null,A study of oxygen isotopes and hydroxyl content in minerals of UHP metamorphic rocks from CCSD core 734 to 933m,Acta Petrologica Sinica,2004,"Bin Chen,YongFei Zheng,Yuanbao Wu"
,Pressure-induced phase transitions in alpha-ZrMo2O8,Physical Review B,2002,"d v s muthu,bin chen,j m wrobel,krogh am andersen,steven s carlson,michael kruger"
