doi,标题,期刊,年份,作者
10.1103/physrevmaterials.2.123401,Growth and characterization of HgBa2CaCu2O6+δ and HgBa2Ca2Cu3O8+δ crystals,Physical Review Materials,2018,"Lichen Wang,Xiangpeng Luo,Jiarui Li,Junbang Zeng,Minghao Cheng,Jacob Freyermuth,Yang Tang,Biqiong Yu,Guichuan Yu,Martin Greven,Yuan Li"
,Percolative Superconducting Pre-pairing in Cuprates,Bulletin of the American Physical Society,2018,"Damjan Pelc,Guichuan Yu,Marija Vučković,Petar Popčević,Mihael Srđan Grbić,Kristijan Velebit,Yuan Li,Y.C. Tang,Nobu-hisa Kaneko,Ruihua He,Zachary Anderson,X. Zhao,T. Sasagawa,Arkady Shekhter,Miroslav Pozek,Neven Barišić,M. Greven"
10.1103/PhysRevMaterials.2.054801,Decomposition Of La2-Xsrxcuo4 Into Several La2o3 Phases At Elevated Temperatures In Ultrahigh Vacuum Inside A Transmission Electron Microscope,PHYSICAL REVIEW MATERIALS,2018,"Jong Seok Jeong,Wangzhou Wu,Mehmet Topsakal,Guichuan Yu,Takao Sasagawa,Martin Greven,K. Andre Mkhoyan"
10.1103/PhysRevMaterials.1.071403,Ion-Gel-Gating-Induced Oxygen Vacancy Formation In Epitaxial La0.5sr0.5coo3-Delta Films From In Operando X-Ray And Neutron Scattering,PHYSICAL REVIEW MATERIALS,2017,"Jeff Walter,Guichuan Yu,Biqiong Yu,Alexander J Grutter,Brian J Kirby,Julie A. Borchers,Zhan Zhang,Hua Zhou,Turan Birol,Martin Greven,Chris Leighton"
,In operando measurement of structural effects accompanying electrostatic and electrochemical doping in ion-gel-gated La$_{0.5}$Sr$_{0.5}$CoO$_{3-\delta}$ thin films,Bulletin of the American Physical Society,2017,"Biqiong Yu,Guichuan Yu,M. Greven,Jeff Walter,Chris Leighton,Zhan Zhang,Hua Zhou,J. W. Freeland"
,Electrostatic~\textit{vs.}~Electrochemical Doping and Control of Ferromagnetism in Ion-Gel-Gated La$_{\mathrm{0.5}}$Sr$_{\mathrm{0.5}}$CoO$_{\mathrm{3-\delta }}$.,Bulletin of the American Physical Society,2017,"Jeffery Walter,Biqiong Yu,Guichuan Yu,H. Wang,B. Luo,Zhan Zhang,Hua Zhou,J. W. Freeland,Alexander J. Grutter,J. A. Borchers,Brian Kirby,C. D. Frisbie,M. Greven,Chris Leighton"
,New insight into cuprate charge order from X-ray measurements of HgBa$_2$CuO$_{4+δ}$,arXiv: Superconductivity,2017,"W. Tabis,B. Yu,I. Bialo,M. Bluschke,T. Kolodziej,A. Kozlowski,Y. Tang,E. Weschke,B. Vignolle,M. Hepting,H. Gretarsson,R. Sutarto,F. He,M. Le Tacon,N. Barišić,G. Yu,M. Greven"
10.1017/S1431927617009060,In Situ Observation of Phase Separation in High-Temperature Superconductor La2-xSrxCuO4,Microscopy and Microanalysis,2017,"Jong Seok Jeong,Wangzhou Wu,Guichuan Yu,Martin Greven,K. Andre Mkhoyan"
10.1103/PhysRevB.96.134510,Synchrotron X-Ray Scattering Study Of Charge-Density-Wave Order In Hgba2cuo4+Delta,PHYSICAL REVIEW B,2017,"Wojciech Tabis,Biqiong Yu,I. Bialo,M. Bluschke,T. Kolodziej,A. Kozłowski,E. Blackburn,K. Sen,E. M. Forgan,M. v. Zimmermann,Y.C. Tang,E. Weschke,B. Vignolle,M. Hepting,H. Gretarsson,Ronny Sutarto,F. He,M. Le Tacon,Neven Barišić,Guichuan Yu,M. Greven"
,Doping dependent charge correlation in electron-doped cuprates.,Bulletin of the American Physical Society,2016,"Eduardo H. da Silva Neto,Fabio Boschini,M. Zonno,G. A. Sawatzky,A. Damascelli,M. Minola,M. Bluschke,M. Le Tacon,B. Keimer,B. Wu,Y. Li,Guichuan Yu,M. Greven,J. S. Higgins,Yeping Jiang,R. L. Greene,Ronny Sutarto,F. He,E. Schierle,E. Weschke"
,Charge transport in the electron-doped cuprate superconductors,Bulletin of the American Physical Society,2016,"Yangmu Li,Wojciech Tabis,E. M. Motoyama,Guichuan Yu,Neven Barišić,M. Greven"
10.1016/j.materresbull.2015.10.039,Synthesis and characterization of noble metal borides: RuB x ( x >1),Materials Research Bulletin,2016,"zhifang li,dafang zheng,zhanhui ding,bin yao,yongsheng li,xudong zhao,guichuan yu,yang tang,weitao zheng,xiaoyang liu"
,Evidence for a universal Fermi-liquid scattering rate throughout the phase diagram of the copper-oxide superconductors,arXiv: Superconductivity,2015,"Neven Barišić,Mun Chan,Michael Veit,Chelsey Dorow,Y. Ge,Y.C. Tang,Wojciech Tabis,Guichuan Yu,X. Zhao,M. Greven"
,RIXS Study on the Doping Dependence of Elementary Excitations across AFM-SC Phase Boundary in Electron-doped Cuprates,Bulletin of the American Physical Society,2015,"weisheng lee,simon gerber,y b huang,guichuan yu,b moritz,h y huang,r p wang,w b wu,v n strocov,e m motoyama,c t chen,d j huang,martin greven,thorsten schmitt,z x shen,t p devereaux"
,Angle-resolved photoemission spectroscopy study of HgBa[subscript 2]CuO[subscript 4+δ],,2014,"m k chan,yan li,d d xia,gui yu,xinxin zhao,w s lee,w meevasana,t p devereaux,martin greven,z x shen,i m vishik,neven barisic"
,Angle-resolved photoemission spectroscopy study of HgBa$_{2}$CuO$_{4+\delta}$,,2014,"i m vishik,neven barisic,yuan li,guichuan yu,xudong zhao,w s lee,w meevasana,t p devereaux,martin greven,z x shen"
,Doping dependence of the hole distribution in the high-temperature superconductor HgBa$_{2}$CuO$_{4+\delta}$ investigated by X-ray absorption spectroscopy,Bulletin of the American Physical Society,2014,"Guichuan Yu,Wojciech Tabis,Dennis Nordlund,Jun-Sik Lee,Tomasz Kolodziej,Michael Veit,Chelsey Dorow,Mun Chan,Neven Bari v{s}i '{c},M. Greven"
,Conventional c-axis charge transport in the electron-doped cuprates,Bulletin of the American Physical Society,2013,"Yangmu Li,G. Yu,E.M. Motoyama,I.M. Vishik,S.T. Hannahs,M. Greven"
10.1038/nphys2792,Universal quantum oscillations in the underdoped cuprate superconductors,Nature Physics,2013,"Neven Barišić,Mun K. Chan,Chelsey Dorow,Wojciech Tabis,Guichuan Yu,Xudong Zhao,Martin Greven,Sven Badoux,Baptiste Vignolle,Jérôme Béard,Cyril Proust"
10.1073/pnas.1301989110,Universal Sheet Resistance And Revised Phase Diagram Of The Cuprate High-Temperature Superconductors,PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA,2013,"Neven Barisic,Mun K Chan,Yuan Li,Guichuan Yu,Xudong Zhao,Martin Dressel,Ana Smontara,Martin Greven"
,Torque magnetization study of superconducting fluctuations in single-layer cuprates: new implications for the phase diagram,Bulletin of the American Physical Society,2013,"Guichuan Yu,R. Frink,D.-D. Xia,X. Zhao,R.-H. He,N. Kaneko,T. Sasagawa,Y. Li,A. Shekhter,M. Greven"
,Universal sheet resistance of the cuprate superconductors,Bulletin of the American Physical Society,2013,"Mun Chan,Guichuan Yu,Y. Li,X. Zhao,Martin Dressel,A. Smontara,M. Greven"
,Magnetic excitations in the high-T$_{\mathrm{c}}$ superconductor HgBa$_2$CuO$_{4+d}$ at low doping,Bulletin of the American Physical Society,2013,"Chelsey Dorow,Mun Chan,Y.C. Tang,Guichuan Yu,Yuan Li,Neven Barišić,J. T. Park,O. Sobolev,A. Teichert,Y. Sidis,P. Steffens,D. L. Abernathy,X. Zhao,Philippe Bourges,M. Greven"
,Unusual form factor of the novel pseudogap excitations in HgBa$_{2}$CuO$_{4+\delta}$,Bulletin of the American Physical Society,2013,"Mun Chan,Chelsey Dorow,Y.C. Tang,Guichuan Yu,M. Greven,Neven Barišić,Yuan Li,Klaudia Hradil,Richard A. Mole,P. Steffens,X. Zhao,Y. Sidis,Philippe Bourges"
,Pump-probe reflectivity study of competing orders in the electron doped cuprate superconductor Nd$_{2-x}$Ce$_{x}$CuO$_{4+?}$,Bulletin of the American Physical Society,2013,"James Hinton,J. D. Koralek,Guichuan Yu,E. M. Motoyama,Y.M. Lu,Ashvin Vishwanath,M. Greven,J. Orenstein"
10.1103/PhysRevB.85.104517,Two-Component Uniform Spin Susceptibility Of Superconducting Hgba2cuo4+Delta Single Crystals Measured Using Cu-63 And Hg-199 Nuclear Magnetic Resonance,PHYSICAL REVIEW B,2012,"Jürgen Haase,Damian Rybicki,Charles P. Slichter,Martin Greven,Guichuan Yu,Yuan Li,Xudong Zhao"
,$^{63}$Cu and $^{199}$Hg NMR study of HgBa$_{2}$CuO$_{4+\delta}$ single crystals,,2012,"damian rybicki,jurgen haase,marc lux,michael jurkutat,martin greven,guichuan yu,yuan li,xudong zhao"
,Novel magnetic excitations in the high-temperature superconductor HgBa$_{2}$CuO$_{4+ \delta }$,Bulletin of the American Physical Society,2012,"Mun Chan,Yuan Li,V. Bal `{e}dent,Klaudia Hradil,Yangmu Li,Richard A. Mole,Y. Sidis,P. Steffens,Guichuan Yu,X. Zhao,Philippe Bourges,M. Greven"
,Time resolved reflectivity study of electron and hole doped cuprate superconductors,Bulletin of the American Physical Society,2012,"James Hinton,J. D. Koralek,Guichuan Yu,Mun Chan,Neven Barišić,X. Zhao,M. Greven,J. Orenstein"
10.1103/physrevb.85.104517,Two-component uniform spin susceptibility of superconducting HgBa 2 CuO 4 + δ single crystals measured using 63 Cu and 199 Hg nuclear magnetic resonance,Physical Review B,2012,"martin greven,guichuan yu,yuan li,xudong zhao,damian rybicki,jurgen haase,charles p slichter"
,Superconducting fluctuation regime in HgBa2CuO4+delta revealed by microwave measurements,,2011,"neven barisic,m s grbic,a dulcic,yuan qing li,xudong zhao,guichuan yu,martin greven,m pozek"
,Magnetic Phase Diagram of the electron-doped high-$T_{c}$ superconductor Nd$_{2-x}$Ce$_{x}$CuO$_{4}$,Bulletin of the American Physical Society,2011,"M.K. Chan,E.M. Motoyama,G. Yu,Y. Li,J.P. Carlo,T.J. Williams,S.K. Kim,Goko$^{ , }$, T.,Y.J. Uemura,G.M. Luke,M. Greven"
,Two-component uniform spin susceptibility in superconducting HgBa$_{2}$CuO$_{4+\delta}$ single crystals determined with $^{63}$Cu and $^{199}$Hg NMR,,2011,"jurgen haase,damian rybicki,charles p slichter,martin greven,guichuan yu,yuan li,xudong zhao"
,Systematic determination of the superconducting fluctuation regime in the cuprates with torque magnetometry,Bulletin of the American Physical Society,2011,"guichuan yu,yuan qing li,ruihua he,xudong zhao,martin greven"
10.1103/PhysRevB.84.224508,Magnetic Order In The Pseudogap Phase Of Hgba2cuo4+Delta Studied By Spin-Polarized Neutron Diffraction,PHYSICAL REVIEW B,2011,"Yuan Li,V. Balédent,N. Bariić,YongChan Cho,Yvan Sidis,Guichuan Yu,Xudong Zhao,Ph Bourges,Martin Greven"
,Hidden magnetic excitation in the pseudogap phase of a model cuprate  superconductor,,2010,"Yuan Li,Victor Balédent,Guichuan Yu,Neven Barisic,Klaudia Hradil,Richard A. Mole,Yvan Sidis,Paul Steffens,Xudong Zhao,Philippe Bourges,Martin Greven"
10.1103/PhysRevLett.105.167002,Enhancement Of The Critical Temperature Of Hgba2cuo4+Delta By Applying Uniaxial And Hydrostatic Pressure: Implications For A Universal Trend In Cuprate Superconductors,PHYSICAL REVIEW LETTERS,2010,"Frédéric Hardy,Narelle J. Hillier,Christoph Meingast,Dorothée Colson,Yuan Li,Neven Barišić,Guichuan Yu,Xudong Zhao,Martin Greven,James S. Schilling"
,Spin correlations and magnetic excitation spectrum of electron-doped Nd2-xCexCuO4±delta near the magnetic quantum critical point,,2009,"e m motoyama,guichuan yu,yuan qing li,daniel petitgrand,klaudia hradil,richard a mole,p k mang,i m vishik,o p vajk,martin greven"
,Magnetic signatures of the pseudogap phase and doping dependence of the antiferromagnetic resonance in HgBa2CuO4+delta,,2009,"yuan qing li,v baledent,neven barisic,p bourges,yongchan cho,benoit fauque,k hradil,richard a mole,y sidis,guichuan yu,xudong zhao,martin greven"
,Spatial Inhomogeneities in Single-Crystal HgBa 2 CuO 4+ d from� 63<,Journal of Superconductivity and Novel Magnetism,2009,"damian rybicki,jurgen haase,martin greven,g f yu,yuan qing li,yongchan cho,xuehui zhao"
,Static Magnetic Order in Underdoped HgBa2CuO4+delta,,2008,"yuan qing li,v baledent,neven barisic,p bourges,yongchan cho,benoit fauque,y sidis,guichuan yu,xudong zhao,martin greven"
,Static Magnetic Order in Underdoped HgBa$_{2}$CuO$_{4+\delta }$,Bulletin of the American Physical Society,2008,"yuan li,v baledent,neven barisic,p bourges,yongchan cho,benoit fauque,y sidis,guichuan yu,xudong zhao,martin greven"
,Magnetic resonance in the model high-temperature superconductor HgBa$_2$CuO$_{4+\delta}$,Physical Review B,2008,"guichuan yu,yongming li,e m motoyama,xiang zhao,neven barisic,yoonjae cho,p bourges,k hradil,richard a mole,martin greven"
,Magnetic excitations in the high-temperature superconductors HgBa2CuO4+delta and Nd1.845Ce0.155CuO4,,2008,"guichuan yu,yuan qing li,e m motoyama,p bourges,klaudia hradil,richard a mole,martin greven"
,Magnetic excitations in the high-temperature superconductors HgBa$_{2}$CuO$_{4+\delta }$ and Nd$_{1.845}$Ce$_{0.155}$CuO$_{4}$,Bulletin of the American Physical Society,2008,"guichuan yu,yuan li,e m motoyama,p bourges,klaudia hradil,richard a mole,martin greven"
,"The model high-TC superconductor HgBa2CuO4+delta: a quantitative annealing, transport and magnetic susceptibility study",,2008,"neven barisic,yuan qing li,guillaume chabotcouture,guichuan yu,yongchan cho,xudong zhao,martin greven"
10.1103/PhysRevB.78.054518,Demonstrating The Model Nature Of The High-Temperature Superconductor Hgba(2)Cuo(4+Delta),PHYSICAL REVIEW B,2008,"Yuan Li,Xudong Zhao,Yong-Chan Cho,Guillaume Chabot-Couture,Guichuan Yu,Martin Greven"
,Nature of the enigmatic pseudogap state: novel magnetic order in  superconducting HgBa2CuO4+d,,2008,"Yuan Li,Victor Balédent,Y. � Cho,G. � Yu,Benoit Fauqué,Yvan Sidis,Guichuan Yu,Xudong Zhao,Philippe Bourges,Martin Greven"
,Optical and thermodynamic properties of Hg-1201,,2007,"erik van heumen,r lortz,francis r carbone,a b kuzmenko,dirk van der marel,xinhuai zhao,g f yu,yonghoon cho,neven barisic,martin greven,c c homes,sasa v dordevic"
,Refined crystal growth and characterization of the high-Tc superconductor HgBa2CuO4+delta,,2007,"yuan qing li,neven barisic,guillaume chabotcouture,yongchan cho,gertjan koster,guichuan yu,xudong zhao,martin greven"
,Antiferromagnetism and superconductivity do not seem to coexist in Nd$_{2-x}$Ce$_x$CuO$_{4\pm\delta}$,Bulletin of the American Physical Society,2007,"E. M. Motoyama,Guichuan Yu,Inna Vishik,Owen Peter Vajk,Patrick Kingsley Mang,M. Greven"
10.1038/nature05437,Spin correlations in the electron-doped high-transition-temperature superconductor Nd2-xCexCuO4±δ,NATURE,2007,"E. M. Motoyama,G. Yu,I. M. Vishik,O. P. Vajk,P. K. Mang,M. Greven"
10.1103/PhysRevB.74.224509,Incident Energy And Polarization-Dependent Resonant Inelastic X-Ray Scattering Study Of La2cuo4,PHYSICAL REVIEW B,2006,"liang lu,jason n hancock,guillaume chabotcouture,k ishii,o p vajk,g yu,jun ichiro mizuki,d casa,tamara van gog,martin greven,appl phys dept stanford u,ssrl slac,n c,phys dept stanford u,argonne"
,Hard X-ray Structural Studies of HgBa$_2$CuO$_{4+\delta}$,Bulletin of the American Physical Society,2006,"Guillaume Chabot-Couture,Jason N. Hancock,L. Lu,A. Bianconi,F. Bridges,Z. Islam,H. Oyanagi,Y.-C. Cho,Yuan Li,Guichuan Yu,X. Zhao,M. Greven"
,Polarization dependence of charge-transfer excitations in La2CuO4,,2006,"l h li,guillaume chabotcouture,jason n hancock,o p vajk,guichuan yu,kenji ishii,junichiro mizuki,d casa,thomas gog,martin greven"
,Incident-energy and polarization dependent RIXS study of La2CuO4,,2006,"L. Lu,J. N. Hancock,G. Chabot-Couture,O. P. Vajk,G. Yu,K. Ishii,J. Mizuki,D. Casa,T. Gog,M. Greven"
,Preliminary Inelastic Neutron Scattering Results for the Magnetic Excitations in the Model Superconductor HgBa2CuO4+delta,,2006,"g f yu,xinhuai zhao,yonghoon cho,guillaume chabotcouture,e m motoyama,p bourges,martin greven"
,APRES study of the High temperature cuprates with high superconducting transition temperature (Tc>90K),,2006,"weisheng lee,w meevasana,donghui lu,k m shen,guichuan yu,xudong zhao,martin greven,zhixun shen,wanli yang,akira iyo,hiroshi eisaki"
,Magnetic Neutron Scattering Study of Nd$_{1.85}$Ce$_{0.15}$Cu$_{1-y}$Ni$_{y}$O$_{4}$ Single Crystals,Bulletin of the American Physical Society,2006,"Inna Vishik,Guichuan Yu,E. M. Motoyama,Owen Peter Vajk,M. Greven"
,Growth and characterization of large HgBa$_{2}$CuO$_{4+\delta}$ single crystals,Bulletin of the American Physical Society,2005,"Guichuan Yu,X. Zhao,Li Lu,Guillaume Chabot-Couture,M. Greven"
,Field Effect on the Superconducting Magnetic Gap in Nd$_{2-x}$Ce$_x$CuO$_4$,Bulletin of the American Physical Society,2005,"E. M. Motoyama,Patrick Kingsley Mang,Guichuan Yu,Daniel Petitgrand,Owen Peter Vajk,M. Greven"
,"Magnetic Neutron Scattering Study of Nd$_{1.85}$Ce$_{0.15}$Cu$_{1-y}$M$_{y}$O$_{4}$ (M = Zn, Fe, Ni) Single Crystals",Bulletin of the American Physical Society,2005,"Inna Vishik,Guichuan Yu,E. M. Motoyama,Patrick Kingsley Mang,Owen Peter Vajk,M. Greven"
,Growth and characterization of large HgBa2CuO4+delta single crystals,,2005,guichuan yu
,Resonant Inelastic X-ray Scattering Study of the Model Superconductor HgBa$_2$CuO$_{4+\delta}$,Bulletin of the American Physical Society,2005,"li lu,xudong zhao,guillaume chabotcouture,nobuhisa kaneko,o p vajk,guichuan yu,s grenier,youngjune kim,diego case,thomas gog,martin greven"
,APRES study of the Bi$_2$Sr$_2$Ca$_2$Cu$_3$O$_{10}$ and HgBa$_2$CuO$_4$,Bulletin of the American Physical Society,2005,"Wei-Sheng Lee,D. H. Lu,Wanli Yang,X. Zhou,Kyle Shen,Guichuan Yu,M. Greven,Cheng-Tian Lin,Jun-ichi Shimoyama,Zhi-Xun Shen"
,Resonant Inelastic X-ray Scattering Study of HgBa_2CuO_4+delta,,2004,"lu hua li,guichuan yu,xudong zhao,s grenier,diego maximiliano casa,thomas gog,martin greven"
10.1103/PhysRevA.65.033829,Three-mode squeezed vacuum state in Fock space as an entangled state,PHYSICAL REVIEW A,2002,"Hongyi Fan,Guichuan Yu"
