doi,标题,期刊,年份,作者
10.1021/acs.nanolett.8b04888,Ultrathin amorphous titania on nanowires: Optimization of conformal growth and elucidation of atomic-scale motifs.,NANO LETTERS,2019,"Danhua Yan,Mehmet Topsakal,Sencer Selcuk,John L Lyons,Wenrui Zhang,Qiyuan Wu,Iradwikanari Waluyo,Eli Stavitski,Klaus Attenkofer,Shinjae Yoo,Mark S Hybertsen,Deyu Lu,Dario J Stacchiola,Mingzhao Liu"
10.1002/adfm.201806583,Ionization-Facilitated Formation Of 2d (Alumino)Silicate-Noble Gas Clathrate Compounds,ADVANCED FUNCTIONAL MATERIALS,2019,"Jian-Qiang Zhong,Mengen Wang,Nusnin Akter,John D. Kestell,Tianchao Niu,Alejandro M. Boscoboinik,Taejin Kim,Dario J. Stacchiola,Qin Wu,Deyu Lu,Jorge Anibal Boscoboinik"
,Using machine learning to predict local chemical environments from X-ray absorption spectra,Bulletin of the American Physical Society,2019,"Deyu Lu,Matthew Carbone,Mehmet Topsakal,Shinjae Yoo"
,Electronic Structure and Charge Transport Properties of N-Heterocyclic Carbenes on Au,Bulletin of the American Physical Society,2018,"Giacomo Lovat,Evan A. Doud,Deyu Lu,Michael S. Inkpen,Gregor Kladnik,Dean Cvetko,A. Morgante,Mark S. Hybertsen,Xavier Roy,Latha Venkataraman"
,Multi-Stage Structural Transformations in Zero-Strain Lithium Titanate Unveiled by in Situ X-ray Absorption Fingerprints,Bulletin of the American Physical Society,2018,"Deyu Lu,Mehmet Topsakal,Wei Zhang,Feng Wang,Amy Marschilok,Esther Takeuchi"
10.1063/1.5050984,"Probing The Pathway Of An Ultrafast Structural Phase Transition To Illuminate The Transition Mechanism In Cu2s (Vol 113, 041904, 2018)",APPLIED PHYSICS LETTERS,2018,"Junjie Li,Kai Sun,Jun Li,Qingping Meng,Xuewen Fu,Wei-Guo Yin,Deyu Lu,Yan Li,Marcus Babzien,Mikhail Fedurin,Christina Swinson,Robert Malone,Mark Palmer,Leanne Mathurin,Ryan Manso,Jingyi Chen,Robert M. Konik,Robert J. Cava,Yimei Zhu,Jing Tao"
10.1063/1.5022479,Synchrotron-Based Ambient Pressure X-Ray Photoelectron Spectroscopy Of Hydrogen And Helium,APPLIED PHYSICS LETTERS,2018,"Jian-Qiang Zhong,Mengen Wang,William H. Hoffmann,Matthijs A. van Spronsen,Deyu Lu,J. Anibal Boscoboinik"
10.1103/PhysRevB.97.125139,Nonresonant Valence-To-Core X-Ray Emission Spectroscopy Of Niobium,PHYSICAL REVIEW B,2018,"Bruce Ravel,A. Jeremy Kropf,Dali Yang,Mengen Wang,Mehmet Topsakal,Deyu Lu,Martin C. Stennett,Neil C. Hyatt"
10.1063/1.5032132,Probing The Pathway Of An Ultrafast Structural Phase Transition To Illuminate The Transition Mechanism In Cu2s,APPLIED PHYSICS LETTERS,2018,"Junjie Li,Kai Sun,Jun Li,Qingping Meng,Xuewen Fu,Wei-Guo Yin,Deyu Lu,Yan Li,Marcus Babzien,M. Fedurin,Christina Swinson,Robert M. Malone,Mark Palmer,Leanne Mathurin,Ryan Manso,Jingyi Chen,Robert Konik,R. J. Cava,Yimei Zhu,Jing Tao"
10.1021/acs.jpcc.8b05853,First-Principles Study of Interface Structures and Charge Rearrangement at the Aluminosilicate/Ru(0001) Heterojunction,The Journal of Physical Chemistry,2018,"Mengen Wang,Jian-Qiang Zhong,Dario J. Stacchiola,J. Anibal Boscoboinik,Deyu Lu"
10.1103/PhysRevMaterials.2.125403,Identification Of Dopant Site And Its Effect On Electrochemical Activity In Mn-Doped Lithium Titanate,PHYSICAL REVIEW MATERIALS,2018,"Harishchandra Singh,Mehmet Topsakal,Klaus Attenkofer,Tamar Wolf,Michal Leskes,Yandong Duan,Feng Wang,John Vinson,Deyu Lu,Anatoly I Frenkel"
10.1007/s11244-017-0879-9,Stabilization of Oxidized Copper Nanoclusters in Confined Spaces,Topics in Catalysis,2018,"Nusnin Akter,Mengen Wang,Jian-Qiang Zhong,Zongyuan Liu,Taejin Kim,Deyu Lu,J. Anibal Boscoboinik,Dario J. Stacchiola"
10.1038/ncomms16118,Immobilization of single argon atoms in nano-cages of two-dimensional zeolite model systems,NATURE COMMUNICATIONS,2017,"Jian-Qiang Zhong,Mengen Wang,Nusnin Akter,John Kestell,Alejandro M. Boscoboinik,Tae-Jin Kim,Dario Stacchiola,Deyu Lu,J. Anibal Boscoboinik"
10.1021/acs.jpclett.7b02364,Supervised Machine Learning-Based Determination of Three-Dimensional Structure of Metallic Nanoparticles.,JOURNAL OF PHYSICAL CHEMISTRY LETTERS,2017,"Janis Timoshenko,Deyu Lu,Yuewei Lin,Anatoly I Frenkel"
10.1021/jacs.7b01735,Surface Proton Transfer Promotes Four-Electron Oxygen Reduction on Gold Nanocrystal Surfaces in Alkaline Solution,JOURNAL OF THE AMERICAN CHEMICAL SOCIETY,2017,"Fang Lu,Yu Zhang,Shizhong Liu,Deyu Lu,Dong Su,Mingzhao Liu,Yugang Zhang,Ping Liu,Jia X. Wang,Radoslav R. Adzic,Oleg Gang"
10.1021/jacs.7b07628,Multi-Stage Structural Transformations in Zero-Strain Lithium Titanate Unveiled by in Situ X-ray Absorption Fingerprints,JOURNAL OF THE AMERICAN CHEMICAL SOCIETY,2017,"Wei Zhang,Mehmet Topsakal,Christina A. Cama,Christopher J. Pelliccione,Hu Zhao,Steven N. Ehrlich,Lijun Wu,Yimei Zhu,Anatoly I. Frenkel,Kenneth J. Takeuchi,Esther S. Takeuchi,Amy C. Marschilok,Deyu Lu,Feng Wang"
10.1073/pnas.1709163114,Reversible Structure Manipulation By Tuning Carrier Concentration In Metastable Cu2s,PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA,2017,"Jing Tao,Jingyi Chen,Jun Li,Leanne Mathurin,Jin-Cheng Zheng,Yan Li,Deyu Lu,Yue Cao,Lijun Wu,Robert Joseph Cava,Yimei Zhu"
10.1007/s11244-016-0704-x,Energy Level Shifts at the Silica/Ru(0001) Heterojunction Driven by Surface and Interface Dipoles,Topics in Catalysis,2017,"Mengen Wang,Jian Qiang Zhong,John Kestell,Iradwikanari Waluyo,Dario Stacchiola,J. Anibal Boscoboinik,Deyu Lu"
,Noble gas adsorption in two-dimensional zeolites: a combined experimental and density functional theory study,Bulletin of the American Physical Society,2016,"Mengen Wang,Jian-Qiang Zhong,Jorge Anibal Boscoboinik,Deyu Lu"
10.1063/1.4960381,Insights Into The Spurious Long-Range Nature Of Local R(S)-Dependent Non-Local Exchange-Correlation Kernels,JOURNAL OF CHEMICAL PHYSICS,2016,Deyu Lu
